user_name,age_range,review,review_star,list_of_recommends
Faizahsal,18 and Under,"Sunscreen pertama yg ku pake waktu aku tau skincare, sekitar setaun yg lalu, dari awal emg uda gasuka dari baunya, teksture nya juga, menurutku cream bukan gel karena ngrasa thick dan susah meresap ke kulit dan bikin berminyak banget kek nuang minyak ke wajah, ngga bisa mate sampe uda berjam jam ngga meresap samsek tapi kalo ini kek nya cuma perasaan :v mybe nyerep cuma menyisakan minyak di wajah yg berminyak. Jadi kek nyesel, seterpaksa-terpaksanya aku, mending beli yg lain:*))",2,No
Arissaheuis7,19 - 24,"Susah meresap dan whitecash, pas di apply berat banget dan wajah jadi berkeringat jadi pakai ss ini aku selalu berkipas biar cepat meresap. Setelah meresap wajah jadi kilang minyak dan kusam, tapi setelah pakai sampai habis belang diwajah hilang.",2,No
ifronia,Null,"Kurang cocok di kulitku karena bikin kulit wajahku berminyak parah. Padahal udah double cleansing tapi tetep aja tuh jerawat muncul. Biasanya aku jerawatan cuma on period aja. Teksturnya yg thick-cream, kaya gak meresap samasekali di kulit. Jadi kulit wajah tuh kaya ada beban kehidupannya :’)",2,No
althekebes,Null,"sebenarnya dia ini bagus , produk lokal yang menurut aku bagus ,pas habis makainya itu muka bisa glowing kayak kaca , dan menurut aku bagus banget , hanya saja Muka aku yang nggak cocok sama ini produk jadi selalu timbul jerawat pada bagian dagu setelah penggunaan ini produk , padahal aku nggak pernah timbul jerawat didagu sebelumnya.direkomendasikan untuk beli atau nggak ,aku tetap rekomendasi ss ini 👍",2,Yes
calhusni,19 - 24,"Gak suka banget... aneh pas dipake, susah diblend, baunya kurang enak, white cast nya banyak, SUSAH BANGET NYEREPNYA :( cukup satu kali beli aja deh. Walaupun affordable tapi bener bener kualitasnya ga bagus banget:( sedih sih padahal produk wardah lainnya aku suka",2,No
liamlmghty,25 - 29,bikin kusam dan terasa gerah di wajahku sejak pemakaian pertama. setelah dilanjutin tetap begitu. tapi kadang kupake aja sih wkwk. ga menimbulkan jerawat atau apa cuman kurang suka aja sama gerahnya. agak kering juga but its oke,2,No
piranurjanah,18 and Under,awalnya coba coba doang pake ini tapi gatau kenapa pas make ini wajah aku jadi berminyak banget😭 dan gak ada ngaruh efek apa apa.. akhirnya ga aku pake lagi .... dan produk nya masih ada .. masih tersisa banyak juga si .. ,2,No
eleonoralina,25 - 29,"Beli ini pas terdesak lalu pas nyoba ini yahh ga cocok aja dimuka aku :( lengket, muka jadi berminyak, ga enak banget pokoknya pas itu huhuhu. Akhirnya cuma dipakai 1x itu aja dan ga pernah aku pakai lagi + pelajaran berharga: jangan meninggalkan sunscreen disaat2 penting",2,No
geasatya,25 - 29,"Awal pake ini fine” aja, pas d apply ada efek cerahnya dan meresapnya lumayan cepet walaupun teksturnya creamy tebel gitu. Tapi gatau kenapa lama” bikin wajah kyk kilang minyak, dan wajah keliatan kusam dibanding ga pake sunscreen ini. Hampir sebulan pemakaian mulai keluar bruntusan di dahi pdhl dahi tuh termasuk area yg jrang bruntusan, aku kira itu bukan krna sunscreen tp stlh stop pemakaian ini bruntusannya ilang sndri. Oia ini jg berlaku d hampir semua skincarenya wardah, sedih ga sih produk yg palihg gampang d cari dan harganya terjangkau malah ga cocok di aku 😭😭😭",2,No
Dkartikaa,19 - 24,buat kulit aku yang oily pake produk ini sangat big no. kulit makin kaya orang cuci muka pake minyak goreng. aku ga suka sesuatu lengket lengket dimuka. aku ga merekomendasikan ini buat yang oily skin. tapi sun screen ini jujur sun screen yang paling gampang ditemuin. dimana aja ada dan ramah dikantong,2,No
nabilrina10,19 - 24,"Pertama kali cobain produk ini karena mama pakai ini. Awalnya sih dingin sejuk gitu dikulit aku yg oily dan acne prone tapi lama-lama jadi agak panas dan jadi beruntusan :( Semenjak itu ga pernah pake produk ini lagi sih, tapi di mama aku yg kulitnya normal cocok-cocok aja ga ada keluhan apapun",2,No
catharinabenita,19 - 24,"Aku ngga cocok pakai ini :( muka jadi berminyak padahal kulit aku kering, jadi ganyaman aja. Dan kuperhatiin mukaku jadi kusam setelah pakai ini. Padahal harganya affordable kalau cocok kan enak yaa, tapi sayang banget ga cocok :( cuma ada temenku yg cocok pakai ini sih, jadi semua memang tergantung kulit masing2 yaa",2,No
seviraarista,19 - 24,"waktu beli ini pas ada flashsale jadi tergiur buat beli tapi sayang pas 3 hari pemakaian malah muncul bruntusan di kulit aku ,trus aku coba sampai 1 minggu lebihh akhirnya muncul jerawat gede-gede huhuhu sayang banget ga cocok di kulit aku 😭😭 padahal sunscreen ini enaknya gabikin whitecast di kulit..",2,No
Rezat,19 - 24,"Sunscreen pertamaku. Disuruh beli produk penangkal sinar matahari sama Ibu aku karena muka gosong banget jaman SMA ikut drumband, abis itu cari yang harganya murah dan dapet ini deh wardah. Dan ternyata bikin minyakan dan kusam banget dong, akhirnya dipake buat tangan",2,No
yulisaim,19 - 24,"Dulu jaman pas masih kenalan sama skincare sih ngerasanya ok ok aja ya pake ini. tapi setelah kenalan lebih jauh, nyoba satu suncreen lain, sadar banget deh ternyata si wardah sunscreen gel ini tuh bikin muka aku berminyak dan komedoan ga cuma di hidung tapi di dagu juga. ",2,No
yunii36,18 and Under,🌼Ini ss pertama yg aku coba tapi sayang banget bikin kusem sama jerawatan gede2 gitu di muka. padahal malemnya udah double cleansing mungkin kurang cocok kali yaa di aku. daripada mubazir aku pake di badan dan aman² aja Alhamdulillah sii,2,No
zulfatirahmah,18 and Under,"Ahh sumpah, ga cocok banget, awalny coba coba make yang temen, dikirain bakal cocok gtu ya soalny temen temen banyak yang pake gtu, tapi taunya pada aku pake malah reaksinya panas ke muka plus gatel juga, sejauh ini aku jarang cocok ama prodak ini",2,No
baetoujous,18 and Under,"Skintypeku oily dan ngga cocok pake ini, padahal harganya affordable dan gampang ditemuin di supermarket besar atopun kecil. Efeknya di kulit aku itu jadi lengket, minyakan trus bikin risih gitu. Trus aku juga ngerasa kulit muka aku jadi tambah kusem dan kucel:(",2,No
Victoriaami_,19 - 24,produk ini tu dikulitku kurang bekerja sih. ga gampang meresep juga. jd lengket dimuka gituu. dan harus banget pake bedak kalo nggak bakal keliatan minyakan. jd aku garecomendasiin ini sih buat dipake diluar ruangan dalam waktu yg cukup lama walaupun udah re-apply,2,No
HannaViona15_,18 and Under,"Sunscreen pertama pas SMA, tapi masih inget sampe skrg begitu coba sunscreen lgsg ga cocok dan sedih :( produk ini bikin jidat beruntusan :( tapi secara tekstur ini enak banget karena teksturnya cream to gel gitu jd cepat meresap dan bisa dipake dalam waktu singkat juga hehe",2,No
fifisnaini,19 - 24,"Teksturnya ga kentel tapi padet, ada whitecast nya dan lumayan bikin keliatan kusam kalau dipake di wajah. Pake ini langsung keluar bruntusan di jidat. karena aku orangnya selalu penasaran, jadi for makesure aku coba in sampai 3x dan ternyata emang bener... dia bikin bruntusan di jidat. akhirnya aku pake dia sebagai sunscreen ditangan dan bagus banget dong! kayanya emang lebih cocok di pake di tangan aja. tangan ku langsung ga gampang belang, karena dia ada whitecast nya jadi keliatan cerah juga tangan aku. kaya nya bakal repurchase kalau ga nemu sunscreen badan yang bagus. hehe",2,Yes
bellaaghista,19 - 24,"awalnya aku pikir cocok eh ternyata engga cocok di mukaku, jadi kering dan bruntusan parahhhhh :( padahal biasanya cocok pake produk wardah tapi yang ini engga banget huhu. Repurchase? Jelas NO hehehehe mau coba produk lainnya lagi ",2,No
ayudrmstt,19 - 24,"Ini adalah sunscreen pertama aku. Aku kurang suka sama sunscreen dari wardah ini. Dia menbuat kulit aku semakin berminyak, bener bener jadi tambah berminyak parahh. Cukup efektif untuk melindungi dari sinar uv. Untuk teksturnya sebenarnya gak masalah, hanya sulit meresap dan berminyak.",2,No
darrrra_,19 - 24,"jujur banget kurang suka sama sunscreen wardah ini, karena bikin wajah ku tambah berminyak dan terlihat kusam setelah beberapa jam kemudian. aku coba gak pakai layering skincare pun tetap sama, tetqp membuat wajah aku berminyak dan terlihat kusam ",2,No
Sri_sugiarti,30 - 34,Pertama kali coba produk ini aman cuma di muka ku kayak bermjnyak gitu setelah seminggu boom jerawat kecil-kecil langsung bermunculan kayaknya aku gak cocok deh pake ini padahal aku termasuk pecinta produk wardah loh entah knapa pake ini gak cocok.,2,No
yunitaawaliyah,25 - 29,"Awal-awal pake ini ok banget di muka aku. Apalagi setelahnya aku pakein bedak marcks. Ngeset bgt. Tp setelah setahun pake muka jd minyakan, kusam, dan ngga ketolong lg sama bedak. Ngga ngerti kenapa tp akhirnya aku stop aja.",2,Yes
pangestine,25 - 29,"Saya ga cocok dengan sunscreen ini. Teksturenya lumayan thick jadi terasa agak berat di kulit. Lumayan susah juga buat diaplikasikan, penyerapannya juga butuh waktu lumayan lama. Di kulit saya terasa kering dan kalau ditambah make up diatasnya rasanya kaku banget. Sunscreen ini dikulit saya juga kasih efek tone up warna kulit, jadi saya tambah ga suka.",2,No
kikykonyel,25 - 29,"Menurut aku sih teksturnya agak susah di blend dan ada white cast gtu yg bikin muka aku jadi abu. Apalagi yg pengen cepet agak lama kering dan nyatu di wajah. Untuk harga standar sih, wanginya juga ga ngeganggu. Tapi kalau repurchase sih aku no..",2,Yes
starrynights,19 - 24,"sunscreen pertama waktu jaman SMA dan baru belajar pakai skincare. Aku beli di salah satu toko kosmetik di kotaku, harganya affordable banget. Sunscreen ini baunya segar, kaya bau jeruk gitu. teksturnya thick dan warnanya putih, kalau di apply ke kulit benar-benar melembabkan. tapi setelah aku pakai ternyata malah bikin kulitku jerawatan, makin berminyak dan kusam, padahal setelah pakai sunscreen ini aku pakai bedak tabur marcks supaya ga terlalu oily dan setelah pulang sekolah pasti aku double cleansing. Akhirnya aku stop pakai produk ini. Sedih huhu padahal produk ini gampang banget dicari. ",2,No
indahpshary,30 - 34,"Fix aku emang gak cocok sama semua produk wardah. Sunscreen ini bikin breakout di wajah aku, baru pake beberapa kali selalu numbuh jerawat. Pas dipake juga lengket gitu, kerasa lebih berminyak. Big no no deh.",2,No
Cunnuls,19 - 24,Sebenarnya aku iseng beli ini dan cobain. Tapi ternyata di aku malah bikin minyakan banget terus bikin wajah ku kembali beruntusan. Padahal brharap sekali cocok sama di produk ini soalnya pengen pake rangkaian wardah lainnya,2,No
naylanuraulia,18 and Under,"no banget, ini buat muka aku berminyak parah dan bikin muka aku BO banyak bruntusan dan timbul beberapa jerawat kecil dan aneh nya tetep aku pake sampe 2 botol :(. dan aku ga terlalu suka texture nya yang gel gel gitu",2,No
chxrsm,19 - 24,"udh berapa kali aku gamau suudzon sm sunscreen ini tp fix aku gabakal pake lg sih:') aku pake pas muka aku breakout dan hasilnya ga baguss bgt karena kusam dan kayak jelek aja gitu liatnya, aku mikirnya mungkin ini karena lg breakout kali ya jdnya aku stop pake ini untuk beberapa minggu sampe muka aku baikan. setelah muka aku udh mendingan, aku coba pake ini lg dan pls ini emg bikin kusam:') katanya sih emg ada efek bikin glowing ya tp jatuhnya minyakan lama lama dan lengket bgt dimuka berasa berat gt",2,No
aviliamutia,19 - 24,"I'm sorry to say this. This product doesn't work on me. Pertama kali nyoba karna disaranin temen. Dan setelah dipakai, rasanya bener bener lengket gituu dan bikin nambah oily dimukaku yg udah oily ini. Setelah 3 hari pemakaian, malah numbuh jerawat banyak :(",2,No
iraps,19 - 24,"Pakai ini jaman pas awal sma, sunscreen nya aku rasa kurang cocok sama yang punya tipe kulit wajah oily karena di aku bikin minyakan banget, dan anehnya aku pakai ini malah jadi banyak bruntusan mungkin aku engga cocok sama sunscreen ini jadi aku stop",2,No
dewwfath,19 - 24,"sewaktu pakai sunscreen ini efeknya dikulitku yang oily jadi semakin berminyak walaupun sudah di set pakai bedak pun tetep berminyak dan muncul bruntusan disekitar dahi, baunya juga menyengat, dan menimbulkan whitecast, untung harganya lumayan murah jadi walaupun ga cocok ya ga terlalu nyesel",2,No
khasanhroza,19 - 24,"teksturnya sperti gel krim gitu dan baunya enggak menyengat. tapi sayangnya ini gacocok di aku, greasy banget, bikin kulit aku tambah merah, tumbuh jerawat, di kulit kayak gerah gitu, dan muka aku minyak di t-zone malah jadi kilang minyak. wardah I'm sorry, my skin doesn't fit you huhuhu sedih",2,No
adeputrihk_,19 - 24,Dulu pas sma thun 2015 pernah pake ini. Teksturnya lengket gitu. Gak nyaman banget dah diwajah ku ini. Terus bikin breakout dan komedoan parah. Kalo udah pakai kurang lebih 2 jaman mulai deh wajah jadi kilang minyak. akhirnya aku stopin pake sunscreen wardah inii.,2,No
baiqfhida,19 - 24,"untuk skin type combi tidak disarankan untuk beli produk ini, karena super duper bikin bagian T-zone kalian berminyak parah. di aku kayaknya cuma bisa bertahan 2-3 jam dan abis itu bikin full muka jadi berminyak parah dan make up jadi gak beraturan banget, ini kayaknya cocok untuk kegiatan yang dominan indoor",2,No
Lovelymiy,25 - 29,aku kalo pake ini ditambah keringetan udah kayak kilag minyak. serba salah ditimpa makeup jadi awur2an tapi kalo dibiarin aja dimuka bikin jadi kilang minyak. jadi kalo mau pake ini harus super tipissss banget. ,2,No
christabel,19 - 24,"sunscreen pertama kali, dan ga sukaa bangett. ada whitecast nya susah diratain , terus kalau di timpa bb cream di aku jadi susah ngeblendnya, jadi kaya ada gumpalan gitu. terus bikin komedo , makin berminyak dan jadi merah merah",2,No
aininurul2509,30 - 34,"So sorry, it doesn't work on me.. awalnya nyoba produk ini karena mau cari produk lokal dan harga juga lumayan murah.. tapi ternyata di aku nggak ngefek sama sekali, yang ada malah meninggalkan whitecast.. Tapi kalau untuk pemula bisa dicoba apalagi dengan harga yang affordable, jadi gak rugi banget banget kalau ternyata nggak cocok.",2,No
fauziyahhf,19 - 24,"so sorry for this product, this sunscreen doesn't work on me dan bikin tambah oily + muncul jerawat or bruntusan. Padahal menurutku tekstur gelnya lumayan enak dan ada efek coolingnya juga. But because the result doesn't nice on me so just not recommend this",2,No
popsiclee_,25 - 29,"Sangat sangat bikin wajah aku kaya tambang minyak. 2jam setelah pemakaian langsung minyak keluar semua. nyesel belinya huhu. bagus sih sebenernya, lembab dan nggak whitecast. tp minyaknya itu loh. ga sukaa jidat jadi mengkilap banget ewh!",2,No
ranimzd,18 and Under,"karna mama beli ini jadi aku nyoba juga.. teksturnya lumayan gampang meresap di kulitku. dan lumayan ngelindungi dari sinar matahari. 3-4 kali pemakaian fine fine aja si. tapi setelah itu bikin kulit oily dan lumayan bikin kusem, sempet ada beberapa bruntus juga:(",2,No
Syyifaaz,18 and Under,"Aku pikir cuma sunscreen Emina aja yang bikin kulit kusam kalo dipake. Ternyata yang Wardah ini juga sama. Lebih parah malah. Bikin kuli yang udah berminyak, makin berminyak. Harus sedia blooting paper kemana-mana kalau pake sunscreen ini.",2,No
casyafr,18 and Under,ini kayaknya kurang cocok untuk jenis wajah oily kayak aku. karna waktu baru diaplikasikan langsung berminyak dan agak lengket menurutku. jadi aku kurang yakin kalau produk ini bisa bantu melindungi wajah aku dari paparan sinar matahari.,2,No
cathrineabigael,19 - 24,"[UPDATED]sunscreen ini ngga aneh aneh ya.. ngga whitecast atau gimana gimana. so far so good, dan dia fungal acne safeee. beli ini iseng krn lagi diskon heehehehe. Tidak akan repurchase gengs krn buat aku breakout, muncul jerawat mendemmm :')",2,Yes
araaaa,18 and Under,"Btw ini sunscreen pertama yang aku coba, pas awal pemakaian rasanya minyakan banget gitu mukaku)): trus aku ga ngerti lagii kenapa sunscreen wardah ini bikin warna kulit aku jadi gelap bangett dan bikin mukaku keliatan dekil gituuu mungkin karna oxidize kali ya?. so aku ga lanjut pakai suncreen wardah ini😊",2,No
adindaaaaaa,19 - 24,"Beli produk ini karena harganya cukup terjangkau tapi ternyata nggak cocok di aku. Tipe kulitku oily acne prone. Setelah ku pakai, wajahku jadi kusam dan berminyak banget! Jadi ku putuskan, aku nggak cocok pakai produk ini. Repurchase? NO! ",2,No
aderh77,19 - 24,pernah coba ini karena tergiur harganya yg murce dan dr brand wardah. tektrurnya gel dan cepet juga meresap diwajah. tapi lama kelamaan dia tuh bikin wajah kusam dan makin berminyaak bangeet jd aku ga cocok sih buat yg oily skin kaya aku. kirain bakalan cocok dengan produk wardah ini ternyata tidak huhu,2,No
aurelwijaya,25 - 29,"Setelah pakai beberapa hari, muka gw jd berminyak dan muncul jerawat kecil- kecil padahal namanya gel harusnya ga bikin berminyak. Memang harganya terjangkau tp kl buat break out, big no untuk repurchase. Plus white cast nya lama untuk di blend.",2,No
Clarentia01_,18 and Under,"awal2 pake ini lumayan cocok, tapi lama kelamaan bikin muka aku berjerawat, oily parah, dan bikin kusam banget, jadi aku ga cocok sama suncreen ini kayaknyaaa jadi aku stop pake suncreen ini . menurutku ga worth it ",2,No
utilaras,25 - 29,"Cobain ini gara-gara dikasih sama teman kuliah dulu. Dia pikir bakal cocok di aku. Baru beberapa kali pemakaian, sudah dapat menyimpulkan kalau aku tidak akan sukaaa. ☹️ Aneh. Malah bikin kulitku jadi gerah dan berminyak, padahal kulitku normal cenderung kering. Kalau aku paksa pakai sampai habis, pasti lama-lama jadi breakout. So, nope. Not again, thanks. 💔",2,No
